x,y,class
9.522288697239023,181.04210113358707,Class 1
15.803278161667556,120.73376020577965,Class 1
34.3084395487547,684.5605309781046,Class 1
2.4916491744624514,385.1756394354247,Class 1
30.958861796369046,445.0358667366336,Class 1
18.64518103223099,310.39061091286044,Class 1
41.81742658610311,473.20492655633296,Class 1
4.4892897643805885,337.1157262053861,Class 1
44.37070449613461,166.54923613812701,Class 1
41.24920671683172,636.7510948676207,Class 1
5.6694896910745305,205.78624663845522,Class 1
39.840808422802475,542.1607754669781,Class 1
33.723389883359914,263.202988412284,Class 1
27.377317436231497,426.66898692039723,Class 1
35.717402256893855,68.8671501589865,Class 1
12.28610017407915,776.5335449060666,Class 1
6.044829398559304,465.0939454278954,Class 1
33.85078817102651,441.4615642262744,Class 1
28.77464043305031,202.46481932701803,Class 1
1.0520109671105726,245.84670341024636,Class 1
8.429001078494169,432.21183602606226,Class 1
8.222318652544441,257.9432619832136,Class 1
23.517972537188665,34.15389152404052,Class 1
9.212743277402712,708.6958287225792,Class 1
11.802636309331893,772.6527116588494,Class 1
40.738082323850485,671.4419684505364,Class 1
37.27970750064445,681.8645055740329,Class 1
37.48790328520875,112.30713404787744,Class 1
26.0166600499283,14.661641353315513,Class 1
10.487325443591505,542.9797597666677,Class 1
15.656958460741016,134.7884176909858,Class 1
23.98899283533595,702.3597107919417,Class 1
7.523680911241865,479.0710386939983,Class 1
11.782418223870295,473.9872658022555,Class 1
0.48873858828756833,333.6124152765017,Class 1
36.42476291113467,552.9011046081328,Class 1
3.914819413345266,36.746417881949434,Class 1
45.79602112318183,10.410659515560283,Class 1
27.332379440444253,553.8869357899325,Class 1
37.6816517155231,746.261321964254,Class 1
41.43312393489191,714.8429019462344,Class 1
48.56207873613356,83.43517189427301,Class 1
14.033466138983568,680.4559434679848,Class 1
25.608575378654404,278.57612942052185,Class 1
43.573603292218806,303.3681926321069,Class 1
35.11963977593046,426.90656168759534,Class 1
32.6566806270432,283.8504252981846,Class 1
39.54546524354728,635.37383753215,Class 1
21.525428006115852,712.2656702884625,Class 1
20.59824621713542,59.28090606293095,Class 1
42.948207628584164,183.19602587333145,Class 1
34.18046885067564,572.949646017077,Class 1
23.538585488902708,368.1108578278132,Class 1
35.30094037679742,224.29399340779844,Class 1
49.61073512858491,794.7073656037456,Class 1
16.994511831019093,147.4555665717218,Class 1
32.13144578912639,681.3540284214008,Class 1
12.952678143341029,761.9742334166048,Class 1
19.926240195070005,768.6039375568273,Class 1
6.831187798778327,783.7795233731538,Class 1
33.61214849841526,566.8299478231141,Class 1
28.96337569488077,555.4870353414378,Class 1
32.626340369943144,485.5429911086599,Class 1
35.71512114924908,481.9868430647407,Class 1
3.757565097168408,452.6367328131019,Class 1
35.59715991074157,735.9226338928769,Class 1
21.549690929743644,513.5943473404436,Class 1
9.164280681645726,249.80968326179004,Class 1
1.4383900966968122,500.1316931624417,Class 1
49.87853824111576,155.02055685473755,Class 1
46.803089607460144,492.1699996139304,Class 1
16.055454881595534,334.7268922642114,Class 1
46.3458168223788,230.49136080393433,Class 1
13.091799022073259,227.25279487651537,Class 1
22.064499178771936,487.34702727334127,Class 1
36.38843527343086,140.00856201679346,Class 1
38.13578993416961,151.8024986402654,Class 1
19.992350636048812,797.5104529385997,Class 1
12.763274966425547,656.6751069280684,Class 1
0.48294891773316695,694.6117093574436,Class 1
23.208569263682737,129.9912511260068,Class 1
46.195568967433815,395.15405782998727,Class 1
34.20566273078718,65.56748419405957,Class 1
8.141141349495623,517.8342118395676,Class 1
24.681563502953637,44.54697571775945,Class 1
23.55563358967101,788.867181218748,Class 1
24.148285091995525,145.92884324923466,Class 1
41.166161909497,543.8107387441921,Class 1
32.06898314721872,82.94844807586372,Class 1
32.16010597089395,404.7393753532914,Class 1
40.696453332910465,234.3210918329272,Class 1
19.553722470811035,426.07136740571707,Class 1
39.059247895018665,605.5407280627194,Class 1
17.601532165937,180.38882342533702,Class 1
10.38088659939152,608.148852099535,Class 1
2.198438819799853,537.8671758876135,Class 1
14.964762017416366,81.28965781975212,Class 1
31.93693372300726,666.9643574849941,Class 1
31.253157495675033,2.1951466377441164,Class 1
33.22806850760547,261.24004504935084,Class 1
8.080175244754656,239.84574838841928,Class 1
14.567022025935977,689.1688655468399,Class 1
4.600438653297339,661.0989977227151,Class 1
1.5474999059333472,190.82550298801112,Class 1
12.076049366414072,352.6333528104855,Class 1
20.893173993700415,101.50405782845455,Class 1
22.497455422299595,573.9523542535926,Class 1
13.736429021581309,393.3539894091016,Class 1
2.790259005588341,488.86449082438,Class 1
14.938180517056871,369.4311045552507,Class 1
42.74558774921983,368.1769448963916,Class 1
1.588184619663069,708.5647039074953,Class 1
7.47346496977101,92.66144795796967,Class 1
0.16794658849026978,172.3583636270102,Class 1
36.56737299310869,422.15871906224044,Class 1
18.05537843931036,377.05991962130827,Class 1
0.9573303424540047,668.2269176421289,Class 1
38.86292557677932,388.6568334359553,Class 1
17.76962530487284,298.1698978974041,Class 1
32.782900161257814,223.53467240994078,Class 1
32.44625145800392,259.85238750354125,Class 1
2.8721122991641534,797.2038001012028,Class 1
11.748878935837704,371.4890637289277,Class 1
41.18193769531381,229.90638810947743,Class 1
25.566301212481452,469.96690742617744,Class 1
28.35475000883878,688.0300294179732,Class 1
17.783922081455323,639.8093937338532,Class 1
7.966501980318997,690.2837621312049,Class 1
9.292258818398052,192.80891848119515,Class 1
27.494152315201394,150.2971078377021,Class 1
13.743929967065737,118.7756670196653,Class 1
49.831567178670454,310.94651367830687,Class 1
26.618793562511673,508.4140408310935,Class 1
36.155692337562144,743.1261858381961,Class 1
15.341196005042917,180.59476378840893,Class 1
39.90764028283299,72.38548059381813,Class 1
9.175132161592659,587.0965265361486,Class 1
7.000639090189514,746.0423362333806,Class 1
0.8751054089047638,184.4909743463573,Class 1
38.669432806045705,648.201873753715,Class 1
30.011428800723284,558.6655230771082,Class 1
17.86404705714683,344.84458558800065,Class 1
48.65394868650371,672.8276184734765,Class 1
33.943502582647106,536.1092635194159,Class 1
15.794531504799103,458.9256916232319,Class 1
43.833969283707184,120.34754371998515,Class 1
10.836284429244209,49.41636432041827,Class 1
9.971400206584635,39.488117684233885,Class 1
10.858518366319508,589.2394375210507,Class 1
47.51296802155588,255.34087607787947,Class 1
33.89197674326954,591.0997306824265,Class 1
37.90957412328552,10.083455821221499,Class 1
40.98069803175912,594.9058126374608,Class 1
28.016842177069854,632.1687009542724,Class 1
25.519747131782257,681.9623736677204,Class 1
44.65899938941006,619.2380020162757,Class 1
23.43161543266154,123.71717325568721,Class 1
30.290947306057525,375.143861588874,Class 1
30.061768737448087,703.5429900106187,Class 1
9.14100643626089,78.03894441908605,Class 1
28.90890987640951,495.060476725261,Class 1
44.23368126371182,454.1302122927587,Class 1
23.61760449892778,56.92071092759781,Class 1
24.4118459093619,648.2009564248254,Class 1
29.031280078250184,628.1083341751195,Class 1
25.696226965548703,217.4580328316278,Class 1
22.567942737455255,317.0913271836285,Class 1
1.8874699876842649,531.588432228725,Class 1
12.387755392980477,344.904086138249,Class 1
6.90207376089465,345.07676444611866,Class 1
19.556315949722503,104.13641953048884,Class 1
45.3722612149719,725.0691653002963,Class 1
11.863463741990538,616.8436458820128,Class 1
42.99663528938514,549.0755376963114,Class 1
14.289260108867296,359.3589354052602,Class 1
27.986985280810373,590.9884259753301,Class 1
28.21780129534196,695.4128285534489,Class 1
38.88955432163072,14.557875189673108,Class 1
0.30674557294598226,672.5558875295553,Class 1
25.42345205389897,36.10216587332644,Class 1
10.623689447842377,123.41689373346973,Class 1
4.316001993739771,265.09293222595494,Class 1
21.924564785703605,340.2122252682749,Class 1
1.4966333908779272,185.03777286105336,Class 1
45.374667233674636,293.6231938081286,Class 1
45.499534722429274,456.17565098299895,Class 1
47.80797811197671,671.1463625239898,Class 1
10.229024435406542,703.6456866709268,Class 1
49.16161713454101,359.51204136859474,Class 1
36.152266965150474,211.90837660403014,Class 1
49.833381151926076,275.41985453439776,Class 1
13.639960258930634,473.4619500033386,Class 1
0.9877416299610864,546.5465688152167,Class 1
9.48924409101175,399.353229412255,Class 1
20.747579767275994,454.1032205867455,Class 1
19.66431064509094,201.43662488163292,Class 1
6.999413300930351,288.7128527579151,Class 1
23.15902539190032,589.0006372099799,Class 1
1.2031637919367344,285.6685011801334,Class 1
45.56586317697789,600.5209391362934,Class 1
49.88923769948585,69.24779036150932,Class 1
16.653140728684306,453.21826714003004,Class 1
22.246758350294566,85.22289942598098,Class 1
16.162114686217304,59.75096930461676,Class 1
4.067006476418339,365.00100813299207,Class 1
6.60184885746164,510.9339433195811,Class 1
16.94471909499635,598.7298839981911,Class 1
45.68601035438298,729.1162328280918,Class 1
31.49625402417499,223.27811407094256,Class 1
35.55580028084777,502.59925305796787,Class 1
0.9763744529126539,641.5440368862702,Class 1
46.47400024789965,681.9480585183346,Class 1
24.350205123591916,131.17786178324175,Class 1
17.252436188587154,29.904654092446847,Class 1
47.68283244438599,78.67638428687948,Class 1
41.95615912754555,685.7580251816161,Class 1
41.23414962662761,3.4245150345324937,Class 1
41.99675705734698,186.05525050659767,Class 1
14.94632089660456,156.53932819207012,Class 1
9.713895628919417,290.1219544868751,Class 1
37.72631446191131,634.5698099492506,Class 1
12.923234847907667,578.2054692115116,Class 1
25.62293978964757,747.0369623711928,Class 1
14.649015709871465,307.9663742432264,Class 1
19.9414992607493,288.9103154521976,Class 1
10.454382968976256,92.03321434839644,Class 1
45.07527081371196,773.8593823893465,Class 1
43.27597506502144,408.44567489728877,Class 1
46.5171800173296,682.2122857736499,Class 1
48.20667398717674,739.9953824003934,Class 1
33.3216280588949,373.8124011521252,Class 1
27.804416107615836,420.45295949398394,Class 1
49.769981514526535,323.04966261844976,Class 1
22.09964780680095,502.31001963408585,Class 1
16.861586904571663,281.84904885840416,Class 1
48.42356694941058,243.79037353256825,Class 1
45.188671945044476,656.4932607374734,Class 1
19.145034457027606,543.1820369915284,Class 1
15.697251728990436,432.91400545773513,Class 1
39.41739644277389,195.11394847673733,Class 1
34.60040942990666,40.88035489320019,Class 1
47.61338120295763,311.09291926497195,Class 1
5.522813200980853,594.1473448196529,Class 1
13.638126840395415,751.6313246056726,Class 1
31.353924236846602,716.0804308904295,Class 1
32.37730476519575,24.747573641170728,Class 1
25.899960232945908,428.11922579760085,Class 1
9.831946669938768,55.690717018952455,Class 1
27.259656916312412,340.76271730609096,Class 1
16.719205648117462,472.1260658122299,Class 1
18.81782765571171,651.5666793031767,Class 1
17.33545157523112,678.2765963095995,Class 1
19.641694638729646,396.82794782153036,Class 1
46.12851997759474,600.1184182396323,Class 1
28.210115326420276,612.4163131424314,Class 1
10.13880354415176,760.43223111563,Class 1
25.243654011597954,249.46693044506185,Class 1
13.409859372570226,466.9655816109409,Class 1
34.08554711351799,445.9632343180483,Class 1
7.7532439773564885,775.287359388696,Class 1
28.374661478681457,617.8732444493539,Class 1
30.23506375387549,677.147083833174,Class 1
38.253943183372364,21.01809739298721,Class 1
27.089355303533697,129.12656409790185,Class 1
8.273664708481721,778.0003695029133,Class 1
27.65833272508066,380.6905083571492,Class 1
29.314732684300704,203.78428181512635,Class 1
3.49008309049218,573.5619429999585,Class 1
23.387458564097834,66.57463161044986,Class 1
38.49037106700966,496.5652344381329,Class 1
44.11365209230651,672.7109962710787,Class 1
28.432294520053787,199.987442249851,Class 1
36.97492350892052,84.28253491192174,Class 1
42.97276229163986,545.4111352622691,Class 1
44.80488983247935,546.1847674384961,Class 1
12.47521770734465,348.74440750385514,Class 1
30.648943677548374,556.6750517359008,Class 1
47.715250125083685,289.1786680846578,Class 1
25.16172515869543,772.3784851794212,Class 1
21.549988229787797,83.03163307008576,Class 1
36.81549328030179,675.8657093750784,Class 1
0.1093254371458352,264.06847760457595,Class 1
39.993719186570445,376.6941730884431,Class 1
4.141687410992212,518.3664585585087,Class 1
35.92939081689497,370.91827741295765,Class 1
1.603698555506683,487.77177151868034,Class 1
35.73490754492917,121.23741479457291,Class 1
25.220841398781417,578.7314606692046,Class 1
20.67921172350396,507.6227170300843,Class 1
15.864242203056833,314.1179380076049,Class 1
26.167812371045507,647.1144713092908,Class 1
18.76332294100031,19.174317470253666,Class 1
11.89088244010324,175.1487273830204,Class 1
3.815311480042849,548.3453831782091,Class 1
11.62916505158696,591.9879687293917,Class 1
13.205507164782098,75.78265429969555,Class 1
32.676088769495415,678.3570239075729,Class 1
20.29460739056685,208.48433642049469,Class 2
12.209978573293288,153.1717496251214,Class 2
27.129931347042728,546.699036846145,Class 2
10.506469734202962,137.20702631867596,Class 2
16.576237126233195,113.28007446180774,Class 2
9.993925128693833,103.83724021066644,Class 2
11.118884619156947,114.98738645768373,Class 2
12.24212205911315,100.89785922518013,Class 2
13.458583393985021,53.78040756798106,Class 2
2.5740563961939813,607.9321720172636,Class 2
14.334297644827016,46.53063683212721,Class 2
22.851394365843486,357.014457483261,Class 2
12.417897539071394,132.9853157327727,Class 2
6.287020946295339,360.9987188506118,Class 2
28.555799925776554,637.288112340022,Class 2
16.41092093921333,17.57573231366407,Class 2
11.6377518675871,207.83107290001837,Class 2
29.112952788592754,672.8108617330544,Class 2
6.633545639018963,275.59406244951765,Class 2
5.482796991981903,312.082179469389,Class 2
3.8312152948818734,416.33938944503615,Class 2
27.331657107066754,527.3867940828629,Class 2
16.389717304089928,173.73910366723234,Class 2
21.62894406124802,267.57134348220177,Class 2
27.39709106373007,507.322128963018,Class 2
14.52417072284026,140.22915203466806,Class 2
11.159398294788934,70.40637379442822,Class 2
21.535921545394405,209.37123658677905,Class 2
17.418366273723805,37.71680016215071,Class 2
16.61583395579749,161.71102688034372,Class 2
26.005737742343694,533.4341067269442,Class 2
25.263395252795398,369.0018399463233,Class 2
11.856936114084318,189.45142064603056,Class 2
21.32710931112175,247.06126088797132,Class 2
3.376626439126004,584.7573429354637,Class 2
1.7153718208382696,659.2997617522834,Class 2
28.055493915729855,608.1122156534441,Class 2
23.034491944967847,299.35249639036095,Class 2
7.227269279162972,247.51921797324835,Class 2
18.374398190894162,60.85576582764857,Class 2
26.208943562459577,416.7195960882915,Class 2
25.61435487545099,341.42652313535046,Class 2
3.747819710367727,448.1803438785035,Class 2
20.732748890547164,152.92706648413642,Class 2
4.010817947550203,478.6947177135189,Class 2
17.347676360476004,152.83187878329701,Class 2
0.374407832035728,767.9781676998903,Class 2
9.189922869201835,180.89779262603616,Class 2
9.944037798164645,149.34000902798795,Class 2
26.797692547484438,426.38846001054793,Class 2
5.013669017894148,329.25517714769853,Class 2
11.595378392202933,76.88653801019805,Class 2
3.5235064035558903,414.977401258364,Class 2
5.0760457984049285,421.5637135991003,Class 2
9.356227822130469,177.59174721080365,Class 2
18.73741438538487,47.44207411872879,Class 2
0.01178734294198902,729.2756145103187,Class 2
20.62070673945105,101.76350243520695,Class 2
18.470317039828217,56.733388975519894,Class 2
23.87269486486568,319.6698020482838,Class 2
14.356078356321952,140.04267070647617,Class 2
14.328371377660652,94.27115678369707,Class 2
22.451622310620902,190.3914295144724,Class 2
25.89257371651371,435.7823731993243,Class 2
7.769963807799433,258.2588311646787,Class 2
7.781371092927266,275.9438299925067,Class 2
28.0040120034489,530.9962626690177,Class 2
11.114446610000746,214.26585987961562,Class 2
19.11146256293423,215.67993829454645,Class 2
12.944885918839455,17.321984187597,Class 2
3.301330242620386,441.98609695571486,Class 2
23.35209624578865,367.732856811169,Class 2
0.5162653563384489,719.9713317204876,Class 2
2.78978765241499,559.5540263517463,Class 2
19.983635910850488,223.00587928197405,Class 2
3.6937774340523513,413.85317259839684,Class 2
18.45913238594062,146.59396135371355,Class 2
11.514045253183586,187.87353320688544,Class 2
14.728156692519507,106.5328996735447,Class 2
24.51454959272267,341.14556016479145,Class 2
24.893968976209806,310.9127357595295,Class 2
6.626573265927421,348.5796633620962,Class 2
19.08078497996163,50.66090916244438,Class 2
17.78512629918613,86.10348835048619,Class 2
20.41004692300346,198.99843026806673,Class 2
22.03749950685359,274.9126366578283,Class 2
25.325394327700344,454.5147044925898,Class 2
7.208053854361332,247.78184250024552,Class 2
8.583671213811911,214.40317255094652,Class 2
23.62626453255654,393.48293432960935,Class 2
27.20397829769836,613.9178176965252,Class 2
13.099201917904828,110.88805008902276,Class 2
28.5637746476325,664.7232113564627,Class 2
13.601959892735927,76.49818701070764,Class 2
19.878062129460886,170.10478319850128,Class 2
6.596486295340562,322.4205639196008,Class 2
1.8257513368824552,574.0929658131481,Class 2
0.5760642703195962,755.0839557525671,Class 2
25.98776076796197,533.970394559088,Class 2
9.99502306527656,85.78845497994499,Class 2
14.246720100953599,32.563992876264706,Class 2
23.872820605684918,394.0933781231319,Class 2
21.269232279662354,252.59325938727386,Class 2
22.70421820966311,341.34179093473335,Class 2
15.282764997916399,12.467253498912761,Class 2
5.910602973182456,390.13662277842377,Class 2
8.883913950143727,190.50358842593397,Class 2
2.7802983601940245,455.30347479206006,Class 2
9.154207757059847,170.4306812922861,Class 2
1.827035302029738,609.0580367116254,Class 2
5.908381784533883,423.1166744903427,Class 2
7.2360388341653294,324.9287086078695,Class 2
8.354618124490132,132.53003360854134,Class 2
6.811677740074424,215.27254559376,Class 2
21.581416884967503,249.6583019695876,Class 2
23.142409006069517,311.12240351206566,Class 2
0.7137500013019549,687.5788528245115,Class 2
0.734177275377863,756.3074964652689,Class 2
25.74506021635607,518.7428706267024,Class 2
3.6247112457128763,476.37110372487246,Class 2
25.463080864536824,487.35426279797286,Class 2
23.74656740977805,281.02500928146213,Class 2
24.155034249982155,424.82037336178234,Class 2
1.6258193450153458,700.0362986384478,Class 2
8.241345807918245,269.66477886781365,Class 2
27.002951021524932,548.180566058373,Class 2
24.76143134318997,428.0255466013323,Class 2
12.390410126411789,96.73314528144093,Class 2
18.174318888985884,169.77292825342855,Class 2
28.700314914023785,566.3649549545198,Class 2
8.190550227725232,282.6716377767929,Class 2
6.705423846566588,326.0312667698102,Class 2
25.913369595855876,509.8252100644887,Class 2
26.928359963811573,532.0472054445011,Class 2
8.280952834150707,189.50740340591557,Class 2
17.51736766538197,88.17645205217615,Class 2
17.245207698610116,62.27281808528191,Class 2
10.877946502453351,217.75151307978027,Class 2
14.617466568252429,39.135217287457806,Class 2
1.2849304001227202,654.86266754126,Class 2
0.6181904218951972,678.6899210234177,Class 2
14.74626633209813,13.939416738575122,Class 2
7.148517157444671,266.31699897565835,Class 2
8.867604331152357,126.28307546237279,Class 2
4.456754472728085,465.0970096393363,Class 2
25.337898640789682,494.59147534824257,Class 2
21.878938925389292,167.77803218797789,Class 2
5.90641005985079,400.5154355889921,Class 2
21.671554886608146,200.98323826358876,Class 2
29.141464623492407,636.2323529600842,Class 2
28.784758802852604,713.7633612288539,Class 2
25.64606463284039,365.10593395624244,Class 2
25.975972705221483,409.3168366377632,Class 2
26.796529532283234,466.404402857473,Class 2
26.566080384558862,542.9638559912698,Class 2
11.62431403000846,148.72556356209088,Class 2
20.656774674719326,175.63747811061913,Class 2
1.2214841635493312,609.4828003904454,Class 2
2.1872977466683166,671.3561915097473,Class 2
24.315077809604844,413.9615102020884,Class 2
23.937460940838285,277.4101421546922,Class 2
19.304781440741916,150.7485498414737,Class 2
3.2023378763432877,571.3368207982526,Class 2
29.058438245377662,715.813577444745,Class 2
9.707097322749716,209.23797092563984,Class 2
9.431273618668186,208.79952524773753,Class 2
8.946603732803734,158.97019059047466,Class 2
15.481591935420203,15.112639687598824,Class 2
24.431477255453345,345.9508663279983,Class 2
11.253300182087383,165.8248033147685,Class 2
14.68890237229198,11.113007143195263,Class 2
29.20873332871251,735.9839081760819,Class 2
1.3610920950749128,680.3355978293326,Class 2
6.874402254612628,223.0774651913011,Class 2
8.475666525635647,184.7731617532914,Class 2
8.429109642253104,209.5340139493344,Class 2
23.048060719721015,213.35337998030906,Class 2
28.850648382856818,591.3453131749566,Class 2
20.675761091450116,115.61558568189872,Class 2
23.45928445232459,225.84940577442566,Class 2
21.141390348730575,159.35048415907482,Class 2
1.6479430598790434,597.3370483486947,Class 2
11.84562091142099,91.55584114528176,Class 2
12.376911333266458,156.25611523975567,Class 2
25.674378381532996,503.28537723576085,Class 2
29.68241462973293,664.6080539516323,Class 2
2.500137586151989,530.5090121233384,Class 2
5.8604037841962136,339.81509688994316,Class 2
14.386748848907647,176.20190788303935,Class 2
18.536178380268428,154.56407263912536,Class 2
11.551379039213819,176.68558479224663,Class 2
0.9924735003434548,768.0542550417441,Class 2
9.887320752702673,191.0396933774283,Class 2
0.554240779856785,743.5327524809952,Class 2
11.727588960009836,147.12191379359862,Class 2
1.9958398147734069,644.5591560171858,Class 2
11.907672128862224,179.33945949138996,Class 2
6.448234749719573,393.420593343583,Class 2
17.029670252294878,48.62265530517994,Class 2
28.373743085052773,672.5346159749889,Class 2
5.882731732741664,383.3314389773649,Class 2
10.690464039270994,94.54389370802629,Class 2
2.650836414674036,536.4476597902418,Class 2
28.48900333470426,583.3824114779723,Class 2
29.565010298832487,711.0461073943915,Class 2
24.233251044225348,335.5543837046679,Class 2
11.775562321725172,92.17020637293518,Class 2
1.7909681194018112,656.0660590473783,Class 2
5.6016435029442135,348.0997573294171,Class 2
21.036410587244095,282.5639347177706,Class 2
15.821898496695741,153.3208991766741,Class 2
12.969146433576281,186.67909237171813,Class 2
2.0727552409104555,626.3964845498457,Class 2
19.786619638335413,231.36484250049386,Class 2
14.299415678791002,51.218376087018235,Class 2
27.514306871991135,609.8229041649415,Class 2
16.114089172558224,143.9820956769162,Class 2
12.538249998067473,142.22136119936232,Class 2
5.500630068190552,326.90995819382965,Class 2
8.998247761241984,143.49076525976312,Class 2
15.83356455028474,4.666298722199425,Class 2
8.546605741302029,242.5013956717861,Class 2
24.45329106215645,377.5242303885613,Class 2
22.441349324335764,312.6389271322672,Class 2
15.260821684033996,143.06873285653467,Class 2
5.9045215650657585,298.57620351359304,Class 2
25.73772631126447,465.33425703172145,Class 2
28.66674746605892,589.9014741751083,Class 2
28.416050049154315,641.6667210268113,Class 2
20.87939014380234,200.9000015680371,Class 2
27.65029899345624,558.6105185138247,Class 2
25.84000987334032,449.4649476286355,Class 2
28.307771386048785,659.7749534653133,Class 2
2.522124142258585,511.12423071592565,Class 2
3.324878486128795,470.1721172345724,Class 2
3.836798886747952,516.8004053296828,Class 2
12.193603430649029,110.36061235890051,Class 2
27.902446830329385,675.0913619228535,Class 2
8.22053522848537,265.4833634760772,Class 2
22.738073039072923,301.4731446841266,Class 2
2.945924067433584,503.4650624296438,Class 2
8.141591152032248,241.1239415830212,Class 2
3.93176449185209,529.2143504852098,Class 2
24.390764647146025,397.5670937013501,Class 2
4.719849053694032,425.456704463973,Class 2
0.5667298502610019,663.789423649277,Class 2
13.853011374993926,152.41383074558,Class 2
8.19372369288036,173.4841797332067,Class 2
22.726814735655477,337.7954883678795,Class 2
29.675321947267683,725.1369754405792,Class 2
14.63284078439177,134.54962059305512,Class 2
23.585512810843213,316.2488354967443,Class 2
29.157615287404848,651.6683990093276,Class 2
